gene,D23118_B,D23118_Club,D23118_Endothelial,D23118_Fibroblast,D23118_Macrophage,D23118_Mast,D23118_Neutrophil,D23118_Plasma,D23118_T,D23118_T2P,D23118_pDC,D24118_B,D24118_Club,D24118_Endothelial,D24118_Fibroblast,D24118_Macrophage,D24118_Mast,D24118_Neutrophil,D24118_Plasma,D24118_T,D24118_T2P,D24118_pDC
ASUN,4.0,2.0,5.0,10.0,407.0,44.0,1.0,1.0,106.0,11.0,2.0,5.0,3.0,11.0,4.0,243.0,20.0,4.0,7.0,160.0,22.0,1.0
ASXL1,5.0,1.0,17.0,10.0,332.0,45.0,8.0,0.0,139.0,22.0,7.0,9.0,12.0,13.0,15.0,195.0,17.0,5.0,1.0,189.0,23.0,4.0
ASXL2,10.0,1.0,10.0,13.0,877.0,48.0,17.0,0.0,193.0,35.0,12.0,13.0,9.0,23.0,5.0,401.0,16.0,6.0,8.0,229.0,18.0,10.0
ASXL3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ATAD1,1.0,0.0,3.0,6.0,411.0,21.0,0.0,0.0,51.0,30.0,9.0,6.0,4.0,13.0,3.0,216.0,5.0,0.0,2.0,99.0,11.0,2.0
ATAD2,2.0,2.0,10.0,10.0,310.0,92.0,1.0,1.0,245.0,20.0,1.0,1.0,9.0,13.0,2.0,126.0,35.0,0.0,3.0,329.0,18.0,1.0
ATAD2B,11.0,2.0,9.0,10.0,811.0,48.0,21.0,0.0,178.0,23.0,12.0,22.0,15.0,21.0,17.0,462.0,10.0,10.0,3.0,198.0,25.0,14.0
ATAD3A,0.0,2.0,4.0,6.0,215.0,22.0,1.0,1.0,56.0,24.0,1.0,3.0,5.0,4.0,0.0,105.0,7.0,0.0,3.0,63.0,14.0,4.0
ATAD5,1.0,0.0,3.0,4.0,159.0,47.0,1.0,0.0,95.0,19.0,2.0,1.0,4.0,7.0,1.0,54.0,8.0,1.0,3.0,128.0,7.0,2.0
ATAT1,0.0,0.0,1.0,0.0,37.0,5.0,1.0,0.0,4.0,3.0,0.0,0.0,2.0,2.0,2.0,21.0,0.0,0.0,0.0,8.0,1.0,0.0
ATCAY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ATE1,4.0,1.0,8.0,6.0,514.0,55.0,4.0,3.0,81.0,19.0,5.0,3.0,8.0,13.0,9.0,290.0,11.0,1.0,4.0,109.0,14.0,9.0
ATF1,10.0,0.0,11.0,15.0,1270.0,63.0,29.0,1.0,253.0,45.0,6.0,20.0,12.0,21.0,19.0,581.0,30.0,5.0,4.0,313.0,33.0,11.0
ATF2,2.0,0.0,3.0,10.0,327.0,17.0,5.0,0.0,69.0,8.0,1.0,8.0,2.0,7.0,0.0,112.0,6.0,3.0,1.0,95.0,7.0,0.0
ATF3,6.0,43.0,37.0,80.0,5802.0,116.0,45.0,1.0,66.0,138.0,4.0,7.0,139.0,142.0,98.0,2846.0,55.0,6.0,3.0,87.0,177.0,4.0
ATF4,165.0,22.0,124.0,234.0,13280.0,1209.0,249.0,40.0,2709.0,433.0,204.0,336.0,285.0,248.0,171.0,6407.0,527.0,60.0,147.0,2983.0,430.0,132.0
ATF5,3.0,2.0,17.0,18.0,1047.0,25.0,4.0,1.0,56.0,37.0,94.0,2.0,9.0,2.0,7.0,283.0,2.0,0.0,14.0,31.0,13.0,72.0
ATF6,12.0,6.0,29.0,40.0,2870.0,210.0,112.0,0.0,266.0,150.0,19.0,24.0,33.0,40.0,14.0,1439.0,66.0,39.0,10.0,279.0,117.0,8.0
ATF6B,8.0,3.0,5.0,11.0,769.0,51.0,20.0,1.0,136.0,38.0,12.0,12.0,16.0,12.0,4.0,442.0,16.0,4.0,2.0,140.0,20.0,6.0
ATF7,0.0,0.0,0.0,2.0,88.0,5.0,0.0,0.0,7.0,3.0,1.0,0.0,1.0,1.0,5.0,42.0,3.0,0.0,0.0,27.0,1.0,0.0
ATF7IP,16.0,3.0,28.0,39.0,1308.0,116.0,11.0,3.0,484.0,63.0,21.0,41.0,19.0,31.0,21.0,617.0,34.0,9.0,10.0,550.0,57.0,25.0
ATF7IP2,0.0,1.0,1.0,12.0,50.0,1.0,1.0,0.0,17.0,2.0,1.0,4.0,0.0,2.0,1.0,30.0,1.0,1.0,1.0,36.0,1.0,0.0
ATG10,3.0,0.0,1.0,1.0,184.0,6.0,0.0,0.0,16.0,5.0,1.0,1.0,3.0,6.0,3.0,100.0,2.0,0.0,0.0,17.0,6.0,0.0
ATG101,11.0,3.0,10.0,24.0,1012.0,82.0,9.0,3.0,184.0,30.0,16.0,28.0,17.0,24.0,18.0,497.0,43.0,1.0,14.0,254.0,27.0,6.0
ATG12,9.0,5.0,19.0,28.0,1762.0,98.0,27.0,1.0,289.0,63.0,20.0,31.0,32.0,20.0,23.0,1019.0,48.0,6.0,2.0,401.0,42.0,8.0
ATG13,4.0,1.0,1.0,1.0,308.0,25.0,25.0,2.0,67.0,8.0,6.0,8.0,3.0,3.0,2.0,135.0,6.0,2.0,3.0,77.0,11.0,4.0
ATG14,1.0,2.0,3.0,2.0,178.0,13.0,2.0,0.0,41.0,8.0,2.0,5.0,2.0,2.0,1.0,74.0,3.0,2.0,1.0,36.0,6.0,0.0
ATG16L1,7.0,0.0,4.0,9.0,349.0,28.0,5.0,1.0,116.0,24.0,2.0,16.0,10.0,7.0,6.0,210.0,8.0,3.0,1.0,135.0,24.0,2.0
ATG16L2,3.0,0.0,3.0,5.0,279.0,16.0,12.0,0.0,64.0,2.0,0.0,3.0,0.0,7.0,4.0,127.0,0.0,1.0,1.0,46.0,6.0,1.0
ATG2A,2.0,0.0,2.0,2.0,100.0,4.0,18.0,0.0,17.0,4.0,1.0,3.0,0.0,2.0,2.0,88.0,3.0,4.0,1.0,37.0,10.0,2.0
ATG2B,3.0,3.0,13.0,4.0,253.0,16.0,7.0,0.0,45.0,10.0,1.0,6.0,3.0,5.0,1.0,152.0,12.0,3.0,0.0,68.0,7.0,5.0
ATG3,12.0,3.0,30.0,37.0,4755.0,159.0,251.0,1.0,409.0,84.0,23.0,47.0,49.0,67.0,17.0,2853.0,56.0,102.0,11.0,482.0,94.0,13.0
ATG4A,0.0,1.0,0.0,7.0,195.0,12.0,0.0,0.0,31.0,14.0,1.0,1.0,11.0,4.0,4.0,96.0,7.0,0.0,2.0,39.0,8.0,0.0
ATG4B,3.0,1.0,2.0,4.0,320.0,29.0,6.0,0.0,94.0,16.0,9.0,5.0,8.0,11.0,1.0,173.0,13.0,0.0,3.0,80.0,15.0,2.0
ATG4C,2.0,0.0,2.0,6.0,322.0,17.0,0.0,1.0,26.0,8.0,2.0,2.0,0.0,8.0,3.0,168.0,6.0,0.0,1.0,20.0,9.0,3.0
ATG4D,1.0,2.0,3.0,4.0,175.0,14.0,2.0,0.0,33.0,10.0,4.0,0.0,1.0,0.0,3.0,60.0,7.0,1.0,0.0,22.0,5.0,1.0
ATG5,5.0,3.0,5.0,18.0,893.0,40.0,14.0,1.0,134.0,37.0,10.0,7.0,18.0,19.0,5.0,436.0,16.0,2.0,6.0,165.0,16.0,4.0
ATG7,2.0,0.0,3.0,2.0,564.0,11.0,6.0,1.0,14.0,6.0,2.0,2.0,3.0,3.0,4.0,284.0,0.0,0.0,0.0,23.0,5.0,0.0
ATG9A,2.0,0.0,7.0,4.0,247.0,19.0,1.0,0.0,35.0,11.0,1.0,4.0,7.0,6.0,4.0,84.0,3.0,0.0,1.0,45.0,12.0,1.0
ATG9B,0.0,1.0,0.0,0.0,4.0,9.0,0.0,0.0,14.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,9.0,0.0,0.0
ATHL1,26.0,1.0,10.0,12.0,104.0,36.0,8.0,1.0,353.0,10.0,8.0,42.0,9.0,14.0,17.0,42.0,10.0,3.0,1.0,262.0,12.0,1.0
ATIC,11.0,1.0,14.0,29.0,1441.0,96.0,4.0,4.0,179.0,83.0,8.0,10.0,18.0,17.0,7.0,588.0,37.0,1.0,4.0,165.0,41.0,3.0
ATL1,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ATL2,1.0,0.0,6.0,1.0,122.0,7.0,2.0,0.0,19.0,20.0,3.0,3.0,8.0,6.0,0.0,63.0,5.0,2.0,3.0,34.0,11.0,2.0
ATL3,2.0,1.0,4.0,14.0,868.0,36.0,6.0,1.0,106.0,31.0,1.0,5.0,10.0,10.0,4.0,457.0,10.0,0.0,2.0,125.0,7.0,8.0
ATM,9.0,0.0,16.0,12.0,831.0,34.0,8.0,4.0,384.0,22.0,4.0,23.0,9.0,16.0,10.0,341.0,17.0,0.0,11.0,407.0,17.0,3.0
ATMIN,6.0,1.0,7.0,4.0,614.0,18.0,5.0,1.0,108.0,28.0,0.0,17.0,11.0,9.0,6.0,288.0,6.0,0.0,4.0,141.0,20.0,3.0
ATN1,0.0,0.0,13.0,6.0,91.0,21.0,4.0,0.0,16.0,18.0,2.0,2.0,3.0,8.0,14.0,36.0,5.0,0.0,0.0,16.0,16.0,1.0
ATOH1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ATOH8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ATOX1,2.0,2.0,21.0,42.0,5058.0,128.0,20.0,2.0,212.0,99.0,17.0,14.0,46.0,39.0,23.0,2340.0,49.0,8.0,11.0,194.0,71.0,11.0
ATP10A,0.0,0.0,4.0,11.0,438.0,11.0,0.0,1.0,215.0,8.0,20.0,1.0,9.0,9.0,6.0,274.0,9.0,0.0,1.0,220.0,10.0,11.0
ATP10B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ATP10D,2.0,0.0,14.0,25.0,1089.0,86.0,3.0,1.0,108.0,36.0,1.0,12.0,8.0,26.0,13.0,405.0,18.0,0.0,1.0,101.0,13.0,6.0
ATP11A,1.0,0.0,12.0,7.0,414.0,18.0,10.0,0.0,30.0,78.0,0.0,0.0,6.0,8.0,2.0,217.0,6.0,1.0,1.0,38.0,35.0,1.0
ATP11B,14.0,1.0,12.0,15.0,672.0,82.0,22.0,2.0,358.0,51.0,14.0,14.0,23.0,25.0,5.0,324.0,42.0,8.0,8.0,475.0,25.0,7.0
ATP11C,6.0,1.0,13.0,7.0,891.0,22.0,12.0,1.0,101.0,31.0,5.0,21.0,2.0,18.0,11.0,329.0,13.0,3.0,2.0,137.0,19.0,4.0
ATP12A,0.0,5.0,0.0,0.0,17.0,0.0,0.0,0.0,2.0,225.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0
ATP13A1,2.0,1.0,9.0,8.0,534.0,34.0,5.0,2.0,168.0,20.0,9.0,9.0,18.0,11.0,3.0,315.0,10.0,2.0,14.0,222.0,14.0,7.0
ATP13A2,1.0,0.0,3.0,5.0,326.0,26.0,1.0,0.0,46.0,20.0,33.0,4.0,14.0,12.0,3.0,177.0,10.0,1.0,0.0,55.0,10.0,29.0
ATP13A3,6.0,3.0,27.0,32.0,3929.0,81.0,326.0,0.0,282.0,67.0,6.0,5.0,24.0,49.0,20.0,2085.0,30.0,40.0,6.0,215.0,60.0,5.0
ATP13A4,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,17.0,0.0
ATP1A1,12.0,15.0,53.0,73.0,3731.0,212.0,32.0,2.0,488.0,413.0,18.0,56.0,100.0,86.0,30.0,2338.0,84.0,8.0,16.0,747.0,241.0,9.0
ATP1A2,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ATP1A3,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0
ATP1B1,0.0,28.0,19.0,44.0,3895.0,40.0,3.0,0.0,32.0,469.0,7.0,4.0,184.0,55.0,1.0,2268.0,15.0,1.0,1.0,48.0,319.0,9.0
ATP1B3,8.0,2.0,41.0,22.0,3892.0,103.0,23.0,1.0,217.0,70.0,20.0,15.0,31.0,67.0,12.0,2056.0,30.0,5.0,9.0,365.0,64.0,12.0
ATP1B4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ATP2A1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0
ATP2A2,9.0,6.0,28.0,34.0,2600.0,147.0,11.0,1.0,262.0,161.0,20.0,13.0,37.0,42.0,17.0,1446.0,62.0,1.0,9.0,372.0,65.0,16.0
ATP2A3,25.0,3.0,12.0,9.0,171.0,215.0,18.0,1.0,423.0,5.0,17.0,69.0,21.0,11.0,1.0,129.0,94.0,7.0,17.0,697.0,16.0,27.0
ATP2B1,12.0,2.0,41.0,53.0,3292.0,181.0,49.0,7.0,313.0,114.0,7.0,28.0,34.0,56.0,21.0,2022.0,50.0,19.0,14.0,333.0,106.0,7.0
ATP2B2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ATP2B4,5.0,2.0,37.0,70.0,704.0,44.0,8.0,4.0,940.0,86.0,33.0,13.0,23.0,35.0,52.0,389.0,15.0,1.0,1.0,985.0,38.0,26.0
ATP2C1,3.0,2.0,9.0,23.0,886.0,47.0,13.0,3.0,69.0,59.0,2.0,0.0,14.0,31.0,5.0,655.0,25.0,4.0,0.0,121.0,32.0,5.0
ATP2C2,0.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,13.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,12.0,0.0
ATP4A,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0
ATP5A1,61.0,16.0,96.0,152.0,8593.0,642.0,42.0,36.0,1372.0,434.0,99.0,119.0,99.0,137.0,53.0,3956.0,281.0,7.0,85.0,1729.0,220.0,59.0
ATP5B,0.0,0.0,9.0,7.0,463.0,28.0,5.0,0.0,51.0,21.0,2.0,7.0,3.0,9.0,1.0,310.0,26.0,0.0,4.0,91.0,14.0,2.0
ATP5C1,14.0,6.0,28.0,42.0,2499.0,175.0,16.0,2.0,326.0,86.0,23.0,32.0,45.0,34.0,18.0,1138.0,72.0,3.0,7.0,380.0,56.0,21.0
ATP5D,8.0,9.0,24.0,24.0,1587.0,110.0,9.0,4.0,261.0,51.0,9.0,12.0,13.0,26.0,11.0,587.0,33.0,0.0,17.0,262.0,32.0,8.0
ATP5E,26.0,12.0,37.0,74.0,4753.0,218.0,54.0,8.0,691.0,138.0,42.0,46.0,69.0,55.0,12.0,2328.0,64.0,17.0,24.0,843.0,132.0,38.0
ATP5F1,4.0,2.0,10.0,14.0,1157.0,76.0,20.0,2.0,156.0,32.0,14.0,20.0,16.0,22.0,5.0,619.0,41.0,3.0,5.0,220.0,23.0,7.0
ATP5G1,8.0,2.0,9.0,10.0,667.0,53.0,3.0,1.0,68.0,30.0,0.0,5.0,8.0,15.0,4.0,388.0,26.0,2.0,9.0,94.0,21.0,3.0
ATP5G2,19.0,13.0,20.0,33.0,1913.0,146.0,18.0,4.0,322.0,93.0,28.0,27.0,22.0,29.0,14.0,871.0,57.0,2.0,14.0,356.0,54.0,11.0
ATP5G3,1.0,2.0,5.0,5.0,578.0,34.0,0.0,0.0,64.0,29.0,2.0,1.0,9.0,14.0,4.0,311.0,14.0,0.0,4.0,79.0,9.0,7.0
ATP5H,10.0,6.0,18.0,26.0,1542.0,79.0,10.0,2.0,227.0,53.0,15.0,16.0,26.0,14.0,13.0,697.0,32.0,4.0,7.0,247.0,33.0,9.0
ATP5J,19.0,14.0,36.0,64.0,3475.0,177.0,29.0,6.0,376.0,162.0,25.0,40.0,46.0,50.0,15.0,1576.0,60.0,5.0,14.0,396.0,95.0,14.0
ATP5J2,6.0,4.0,6.0,16.0,807.0,35.0,5.0,0.0,138.0,23.0,10.0,17.0,21.0,26.0,12.0,636.0,24.0,0.0,15.0,269.0,25.0,11.0
ATP5L,6.0,3.0,6.0,19.0,1221.0,55.0,12.0,4.0,185.0,32.0,13.0,13.0,16.0,16.0,8.0,568.0,23.0,2.0,12.0,227.0,28.0,4.0
ATP5O,33.0,12.0,56.0,80.0,5955.0,280.0,50.0,6.0,820.0,178.0,35.0,72.0,74.0,84.0,34.0,2644.0,127.0,7.0,37.0,999.0,144.0,36.0
ATP5S,2.0,1.0,5.0,4.0,207.0,21.0,3.0,0.0,34.0,6.0,1.0,2.0,1.0,4.0,1.0,52.0,2.0,0.0,1.0,23.0,3.0,1.0
ATP5SL,0.0,6.0,10.0,6.0,509.0,32.0,3.0,2.0,103.0,31.0,4.0,6.0,5.0,13.0,5.0,218.0,9.0,1.0,2.0,108.0,15.0,4.0
ATP6,644.0,101.0,417.0,758.0,39767.0,2493.0,772.0,93.0,8250.0,1900.0,415.0,1375.0,1262.0,701.0,330.0,27736.0,865.0,308.0,366.0,9188.0,1816.0,271.0
ATP6AP1,8.0,7.0,44.0,30.0,6059.0,452.0,85.0,2.0,167.0,101.0,26.0,9.0,31.0,62.0,11.0,3308.0,140.0,20.0,10.0,204.0,72.0,30.0
ATP6AP1L,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,7.0,1.0,0.0,0.0,1.0,0.0,0.0
ATP6AP2,10.0,9.0,25.0,47.0,4310.0,101.0,87.0,0.0,247.0,58.0,31.0,30.0,47.0,68.0,18.0,2749.0,60.0,38.0,7.0,354.0,74.0,19.0
ATP6V0A1,1.0,3.0,13.0,13.0,2275.0,146.0,26.0,3.0,23.0,35.0,4.0,3.0,11.0,31.0,11.0,1145.0,45.0,5.0,1.0,19.0,29.0,3.0
ATP6V0A4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0
ATP6V0B,12.0,16.0,29.0,66.0,6684.0,274.0,115.0,4.0,309.0,174.0,33.0,27.0,46.0,57.0,16.0,3125.0,85.0,24.0,18.0,290.0,130.0,30.0
ATP6V0C,19.0,4.0,59.0,67.0,11221.0,302.0,231.0,1.0,541.0,165.0,54.0,63.0,64.0,130.0,25.0,6471.0,103.0,92.0,27.0,642.0,154.0,38.0
ATP6V0D1,9.0,2.0,23.0,35.0,3308.0,76.0,91.0,4.0,203.0,88.0,10.0,23.0,35.0,46.0,28.0,1790.0,30.0,34.0,9.0,197.0,87.0,10.0
ATP6V0D2,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,114.0,0.0,0.0,0.0,4.0,2.0,0.0
ATP6V0E1,35.0,7.0,39.0,65.0,5124.0,267.0,124.0,5.0,528.0,136.0,32.0,43.0,49.0,91.0,34.0,2857.0,87.0,23.0,10.0,565.0,102.0,23.0
ATP6V0E2,1.0,0.0,2.0,0.0,88.0,8.0,1.0,0.0,16.0,2.0,0.0,0.0,2.0,1.0,3.0,43.0,4.0,0.0,0.0,29.0,1.0,0.0
ATP6V1A,0.0,0.0,0.0,0.0,144.0,3.0,1.0,0.0,5.0,1.0,0.0,1.0,0.0,1.0,0.0,115.0,1.0,0.0,1.0,3.0,3.0,1.0
ATP6V1B1,1.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ATP6V1B2,12.0,1.0,23.0,32.0,5850.0,104.0,139.0,3.0,199.0,130.0,10.0,16.0,34.0,55.0,11.0,3386.0,31.0,43.0,10.0,195.0,104.0,8.0
ATP6V1C1,9.0,2.0,19.0,17.0,1880.0,59.0,89.0,1.0,111.0,50.0,15.0,16.0,13.0,42.0,5.0,1077.0,35.0,15.0,5.0,114.0,49.0,8.0
ATP6V1C2,0.0,1.0,2.0,4.0,137.0,11.0,2.0,1.0,24.0,6.0,4.0,1.0,3.0,3.0,3.0,61.0,3.0,0.0,3.0,18.0,2.0,0.0
ATP6V1D,2.0,3.0,7.0,18.0,1998.0,86.0,25.0,3.0,130.0,84.0,3.0,19.0,24.0,32.0,11.0,1035.0,23.0,4.0,5.0,100.0,33.0,5.0
ATP6V1E1,7.0,7.0,18.0,30.0,2140.0,147.0,26.0,3.0,263.0,66.0,6.0,18.0,21.0,40.0,9.0,1107.0,43.0,15.0,1.0,255.0,48.0,5.0
ATP6V1E2,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ATP6V1F,12.0,6.0,34.0,55.0,6958.0,217.0,95.0,5.0,342.0,106.0,15.0,45.0,49.0,82.0,21.0,4102.0,68.0,22.0,12.0,367.0,71.0,18.0
ATP6V1G1,25.0,9.0,43.0,70.0,7131.0,230.0,99.0,3.0,703.0,184.0,106.0,79.0,64.0,74.0,33.0,2979.0,87.0,32.0,12.0,875.0,143.0,85.0
ATP6V1G2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ATP6V1G3,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ATP6V1H,4.0,2.0,11.0,11.0,1219.0,47.0,10.0,0.0,76.0,47.0,8.0,10.0,19.0,15.0,4.0,601.0,27.0,11.0,1.0,111.0,27.0,2.0
ATP7A,0.0,0.0,1.0,6.0,532.0,13.0,3.0,0.0,21.0,9.0,3.0,4.0,3.0,11.0,1.0,272.0,4.0,2.0,2.0,25.0,8.0,0.0
ATP7B,0.0,2.0,0.0,0.0,7.0,2.0,1.0,0.0,4.0,2.0,1.0,0.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0
ATP8,13.0,0.0,4.0,12.0,531.0,35.0,12.0,2.0,162.0,25.0,9.0,1.0,1.0,2.0,0.0,12.0,0.0,0.0,0.0,2.0,0.0,0.0
ATP8A1,1.0,1.0,8.0,3.0,396.0,18.0,7.0,0.0,67.0,123.0,8.0,12.0,10.0,5.0,0.0,217.0,9.0,3.0,1.0,134.0,112.0,13.0
ATP8A2,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ATP8B1,0.0,4.0,11.0,5.0,6.0,0.0,0.0,0.0,0.0,24.0,0.0,4.0,15.0,15.0,7.0,1.0,0.0,0.0,0.0,0.0,9.0,0.0
ATP8B2,1.0,0.0,9.0,18.0,108.0,24.0,4.0,3.0,219.0,9.0,6.0,9.0,9.0,9.0,21.0,43.0,12.0,0.0,7.0,250.0,21.0,7.0
ATP8B3,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,2.0,2.0,0.0
ATP8B4,0.0,0.0,0.0,2.0,183.0,42.0,0.0,0.0,22.0,2.0,0.0,0.0,2.0,1.0,3.0,110.0,15.0,0.0,0.0,30.0,3.0,2.0
ATP9A,0.0,0.0,2.0,3.0,10.0,0.0,2.0,0.0,1.0,19.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,10.0,0.0
ATP9B,3.0,0.0,8.0,8.0,863.0,45.0,16.0,0.0,73.0,22.0,2.0,6.0,15.0,12.0,2.0,403.0,8.0,2.0,1.0,65.0,13.0,3.0
ATPAF1,1.0,0.0,1.0,7.0,274.0,26.0,2.0,1.0,47.0,14.0,2.0,4.0,6.0,3.0,5.0,127.0,7.0,0.0,0.0,55.0,11.0,3.0
ATPAF2,2.0,0.0,8.0,6.0,551.0,29.0,7.0,1.0,78.0,13.0,7.0,8.0,6.0,12.0,1.0,337.0,9.0,1.0,3.0,112.0,27.0,6.0
ATPIF1,17.0,38.0,56.0,77.0,4371.0,301.0,16.0,5.0,585.0,206.0,20.0,21.0,55.0,48.0,38.0,1678.0,115.0,5.0,31.0,495.0,111.0,8.0
ATR,6.0,1.0,4.0,5.0,257.0,39.0,5.0,0.0,77.0,12.0,3.0,4.0,6.0,5.0,0.0,141.0,10.0,0.0,0.0,95.0,7.0,1.0
ATRAID,1.0,4.0,4.0,7.0,717.0,36.0,5.0,3.0,46.0,13.0,2.0,4.0,7.0,10.0,1.0,341.0,10.0,0.0,3.0,59.0,16.0,4.0
ATRIP,4.0,1.0,1.0,9.0,78.0,9.0,0.0,0.0,26.0,10.0,1.0,4.0,2.0,3.0,2.0,30.0,2.0,2.0,0.0,35.0,2.0,1.0
ATRN,1.0,0.0,1.0,2.0,210.0,11.0,3.0,1.0,23.0,8.0,0.0,2.0,0.0,3.0,0.0,73.0,3.0,1.0,0.0,20.0,5.0,1.0
ATRNL1,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0
ATRX,20.0,4.0,53.0,86.0,2259.0,229.0,49.0,5.0,840.0,105.0,30.0,81.0,54.0,59.0,33.0,1287.0,99.0,26.0,15.0,1095.0,98.0,21.0
ATXN1,6.0,0.0,10.0,25.0,1179.0,387.0,23.0,5.0,305.0,21.0,7.0,8.0,17.0,37.0,20.0,628.0,244.0,4.0,7.0,459.0,31.0,0.0
ATXN10,5.0,1.0,8.0,9.0,693.0,83.0,3.0,1.0,181.0,64.0,5.0,17.0,24.0,15.0,7.0,441.0,29.0,0.0,3.0,249.0,33.0,3.0
ATXN1L,7.0,2.0,4.0,9.0,448.0,15.0,13.0,0.0,116.0,17.0,1.0,26.0,9.0,8.0,2.0,242.0,9.0,6.0,2.0,135.0,10.0,0.0
ATXN2,2.0,0.0,11.0,15.0,489.0,34.0,10.0,0.0,87.0,29.0,3.0,13.0,8.0,18.0,11.0,274.0,14.0,3.0,5.0,146.0,18.0,1.0
ATXN2L,4.0,1.0,11.0,5.0,589.0,50.0,7.0,2.0,149.0,19.0,4.0,13.0,9.0,10.0,2.0,333.0,20.0,0.0,3.0,187.0,16.0,10.0
ATXN3,6.0,0.0,7.0,6.0,601.0,11.0,7.0,1.0,41.0,15.0,2.0,7.0,3.0,21.0,1.0,328.0,6.0,5.0,1.0,61.0,10.0,1.0
ATXN7,11.0,1.0,7.0,10.0,792.0,73.0,57.0,0.0,584.0,32.0,10.0,19.0,23.0,22.0,4.0,440.0,29.0,12.0,2.0,673.0,53.0,8.0
