Gene stable ID	HGNC symbol	Gene type	UniProtKB Gene Name symbol	Gene name
ENSMMUG00000041086		misc_RNA		Metazoa_SRP
ENSMMUG00000011732		protein_coding	FLVCR1	FLVCR1
ENSMMUG00000011732		protein_coding	FLVCR1	FLVCR1
ENSMMUG00000053964		protein_coding	PLA2G2E	PLA2G2E
ENSMMUG00000000425		protein_coding	VPS8	VPS8
ENSMMUG00000000425		protein_coding	VPS8	VPS8
ENSMMUG00000000425		protein_coding	VPS8	VPS8
ENSMMUG00000000425		protein_coding	VPS8	VPS8
ENSMMUG00000000425		protein_coding	VPS8	VPS8
ENSMMUG00000000425		protein_coding	VPS8	VPS8
ENSMMUG00000000425		protein_coding	VPS8	VPS8
ENSMMUG00000018872		protein_coding	SEMA3G	SEMA3G
ENSMMUG00000015555		protein_coding	ST3GAL3	ST3GAL3
ENSMMUG00000015555		protein_coding	ST3GAL3	ST3GAL3
ENSMMUG00000015555		protein_coding	ST3GAL3	ST3GAL3
ENSMMUG00000015555		protein_coding	ST3GAL3	ST3GAL3
ENSMMUG00000015555		protein_coding	ST3GAL3	ST3GAL3
ENSMMUG00000015555		protein_coding	ST3GAL3	ST3GAL3
ENSMMUG00000015555		protein_coding	ST3GAL3	ST3GAL3
ENSMMUG00000061474		protein_coding		
ENSMMUG00000055316		lncRNA		
ENSMMUG00000019914		protein_coding	CEP170	CEP170
ENSMMUG00000019914		protein_coding	CEP170	CEP170
ENSMMUG00000019914		protein_coding	CEP170	CEP170
ENSMMUG00000019914		protein_coding	CEP170	CEP170
ENSMMUG00000019914		protein_coding	CEP170	CEP170
ENSMMUG00000020834		protein_coding	UTP11	UTP11
ENSMMUG00000054857		lncRNA		
ENSMMUG00000010764		protein_coding	OTUD3	OTUD3
ENSMMUG00000055798		processed_pseudogene		
ENSMMUG00000036441		snoRNA		
ENSMMUG00000064729	SPRR3	protein_coding	SPRR3	SPRR3
ENSMMUG00000057296		protein_coding		
ENSMMUG00000011733		protein_coding	VASH2	VASH2
ENSMMUG00000011733		protein_coding	VASH2	VASH2
ENSMMUG00000005618		protein_coding	TNNC1	TNNC1
ENSMMUG00000005618		protein_coding	TNNC1	TNNC1
ENSMMUG00000023624		misc_RNA		Metazoa_SRP
ENSMMUG00000015922		protein_coding	FNBP1L	FNBP1L
ENSMMUG00000015922		protein_coding	FNBP1L	FNBP1L
ENSMMUG00000015922		protein_coding	FNBP1L	FNBP1L
ENSMMUG00000015922		protein_coding	FNBP1L	FNBP1L
ENSMMUG00000001264		protein_coding	BSDC1	BSDC1
ENSMMUG00000001264		protein_coding	BSDC1	BSDC1
ENSMMUG00000001264		protein_coding	BSDC1	BSDC1
ENSMMUG00000063702		protein_coding		
ENSMMUG00000054613	RNF186	protein_coding	RNF186	RNF186
ENSMMUG00000008992		protein_coding	NPL	NPL
ENSMMUG00000008992		protein_coding	NPL	NPL
ENSMMUG00000008992		protein_coding	NPL	NPL
ENSMMUG00000008992		protein_coding	NPL	NPL
ENSMMUG00000016215		protein_coding	HIVEP3	HIVEP3
ENSMMUG00000042618	IVL	protein_coding	IVL	IVL
ENSMMUG00000011711		protein_coding	CD55	CD55
ENSMMUG00000011711		protein_coding	CD55	CD55
ENSMMUG00000011711		protein_coding	CD55	CD55
ENSMMUG00000011711		protein_coding	CD55	CD55
ENSMMUG00000011711		protein_coding	CD55	CD55
ENSMMUG00000011711		protein_coding	CD55	CD55
ENSMMUG00000011711		protein_coding	CD55	CD55
ENSMMUG00000017740		protein_coding	SMCP	SMCP
ENSMMUG00000019806		protein_coding	KIAA0319L	KIAA0319L
ENSMMUG00000019806		protein_coding	KIAA0319L	KIAA0319L
ENSMMUG00000019806		protein_coding	KIAA0319L	KIAA0319L
ENSMMUG00000011735		protein_coding	ANGEL2	ANGEL2
ENSMMUG00000002492		protein_coding	TMCO4	TMCO4
ENSMMUG00000016214		protein_coding	EDN2	EDN2
ENSMMUG00000037367		snRNA		U6
ENSMMUG00000055038		pseudogene		
ENSMMUG00000003263		protein_coding	STAG1	STAG1
ENSMMUG00000003263		protein_coding	STAG1	STAG1
ENSMMUG00000003263		protein_coding	STAG1	STAG1
ENSMMUG00000003263		protein_coding	STAG1	STAG1
ENSMMUG00000003263		protein_coding	STAG1	STAG1
ENSMMUG00000003263		protein_coding	STAG1	STAG1
ENSMMUG00000003263		protein_coding	STAG1	STAG1
ENSMMUG00000054634		protein_coding	LCE1F	
ENSMMUG00000044175		protein_coding	FOXO6	FOXO6
ENSMMUG00000063714		lncRNA		
ENSMMUG00000051719		protein_coding	LCE1C	
ENSMMUG00000027973		Y_RNA		Y_RNA
ENSMMUG00000052260		misc_RNA		Metazoa_SRP
ENSMMUG00000059561		protein_coding		
ENSMMUG00000054650		lncRNA		
ENSMMUG00000049795		Y_RNA		Y_RNA
ENSMMUG00000058472		protein_coding	LOC107000798	
ENSMMUG00000058332		protein_coding	TEX46	TEX46
ENSMMUG00000043588		processed_pseudogene		
ENSMMUG00000064604		misc_RNA		Metazoa_SRP
ENSMMUG00000056940		protein_coding	LOC107000798	
ENSMMUG00000062759		protein_coding		
ENSMMUG00000062448		misc_RNA		Metazoa_SRP
ENSMMUG00000063749		protein_coding	HTR6	HTR6
ENSMMUG00000048617		misc_RNA		Metazoa_SRP
ENSMMUG00000050859		Y_RNA		Y_RNA
ENSMMUG00000005619		protein_coding	NISCH	NISCH
ENSMMUG00000005619		protein_coding	NISCH	NISCH
ENSMMUG00000005619		protein_coding	NISCH	NISCH
ENSMMUG00000005619		protein_coding	NISCH	NISCH
ENSMMUG00000005619		protein_coding	NISCH	NISCH
ENSMMUG00000055266		protein_coding	LOC107000794	
ENSMMUG00000041482		protein_coding	LACTBL1	LACTBL1
ENSMMUG00000012479		protein_coding	KDM4A	KDM4A
ENSMMUG00000061742		misc_RNA		Metazoa_SRP
ENSMMUG00000051816		protein_coding	KPRP	KPRP
ENSMMUG00000039099		protein_coding	SKIL	SKIL
ENSMMUG00000039099		protein_coding	SKIL	SKIL
ENSMMUG00000063085		misc_RNA		Metazoa_SRP
ENSMMUG00000005635		protein_coding	DHX9	DHX9
ENSMMUG00000017104		protein_coding	SCMH1	SCMH1
ENSMMUG00000017104		protein_coding	SCMH1	SCMH1
ENSMMUG00000017104		protein_coding	SCMH1	SCMH1
ENSMMUG00000017104		protein_coding	SCMH1	SCMH1
ENSMMUG00000001966		pseudogene		C1H1orf68
ENSMMUG00000013602		protein_coding	CR2	CR2
ENSMMUG00000013602		protein_coding	CR2	CR2
ENSMMUG00000013602		protein_coding	CR2	CR2
ENSMMUG00000032231		protein_coding	NBL1	NBL1
ENSMMUG00000032231		protein_coding	NBL1	NBL1
ENSMMUG00000032231		protein_coding	NBL1	NBL1
ENSMMUG00000053960		misc_RNA		Metazoa_SRP
ENSMMUG00000059167		misc_RNA		Metazoa_SRP
ENSMMUG00000016812		protein_coding	CCDC18	CCDC18
ENSMMUG00000016812		protein_coding	CCDC18	CCDC18
ENSMMUG00000049843		protein_coding	LOC100424118	
ENSMMUG00000062996		lncRNA		
ENSMMUG00000014874		protein_coding	GTPBP8	GTPBP8
ENSMMUG00000014874		protein_coding	GTPBP8	GTPBP8
ENSMMUG00000014874		protein_coding	GTPBP8	GTPBP8
ENSMMUG00000004265		protein_coding	PLD5	PLD5
ENSMMUG00000004265		protein_coding	PLD5	PLD5
ENSMMUG00000008549		protein_coding	CNTN6	CNTN6
ENSMMUG00000008549		protein_coding	CNTN6	CNTN6
ENSMMUG00000049286		protein_coding	LOC100423831	
ENSMMUG00000059260		protein_coding	CLDN11	CLDN11
ENSMMUG00000059260		protein_coding	CLDN11	CLDN11
ENSMMUG00000064556		protein_coding	MRPS25	MRPS25
ENSMMUG00000003581		protein_coding	TMIGD3	TMIGD3
ENSMMUG00000003581		protein_coding	TMIGD3	TMIGD3
ENSMMUG00000003581		protein_coding	TMIGD3	TMIGD3
ENSMMUG00000053735		protein_coding		
ENSMMUG00000023382		protein_coding	EPHB2	EPHB2
ENSMMUG00000023382		protein_coding	EPHB2	EPHB2
ENSMMUG00000023382		protein_coding	EPHB2	EPHB2
ENSMMUG00000017103		protein_coding	SLFNL1	SLFNL1
ENSMMUG00000058094		protein_coding		
ENSMMUG00000005210		protein_coding	RPS6KC1	RPS6KC1
ENSMMUG00000005210		protein_coding	RPS6KC1	RPS6KC1
ENSMMUG00000005210		protein_coding	RPS6KC1	RPS6KC1
ENSMMUG00000005210		protein_coding	RPS6KC1	RPS6KC1
ENSMMUG00000005210		protein_coding	RPS6KC1	RPS6KC1
ENSMMUG00000005210		protein_coding	RPS6KC1	RPS6KC1
ENSMMUG00000005210		protein_coding	RPS6KC1	RPS6KC1
ENSMMUG00000056808		pseudogene		
ENSMMUG00000056341		protein_coding	TSSK3	TSSK3
ENSMMUG00000013596	CR1	protein_coding	CR1	CR1
ENSMMUG00000014876		protein_coding	NEPRO	NEPRO
ENSMMUG00000050804		protein_coding		
ENSMMUG00000053498		protein_coding		
ENSMMUG00000013987		protein_coding	SLC7A14	SLC7A14
ENSMMUG00000035346		snRNA		U6
ENSMMUG00000000352		protein_coding	FAM229A	FAM229A
ENSMMUG00000052516		snRNA		U6
ENSMMUG00000058456	CRCT1	protein_coding	CRCT1	CRCT1
ENSMMUG00000005158		protein_coding	RBSN	RBSN
ENSMMUG00000005158		protein_coding	RBSN	RBSN
ENSMMUG00000001967		protein_coding	LCE5A	LCE5A
ENSMMUG00000053723		protein_coding	MAP1LC3C	
ENSMMUG00000003579		protein_coding	C1H1orf162	C1H1orf162
ENSMMUG00000017101		protein_coding	CTPS1	CTPS1
ENSMMUG00000053323		lncRNA		
ENSMMUG00000015081		protein_coding	SHCBP1L	SHCBP1L
ENSMMUG00000059352		protein_coding		
ENSMMUG00000061598		protein_coding		
ENSMMUG00000060345		protein_coding	BECN2	BECN2
ENSMMUG00000009951		protein_coding	MARCKSL1	MARCKSL1
ENSMMUG00000050772		protein_coding		
ENSMMUG00000061527		lncRNA		
ENSMMUG00000009040		protein_coding	CRNN	CRNN
ENSMMUG00000040888	CR1L	protein_coding	CR1L	CR1L
ENSMMUG00000052779		misc_RNA		Metazoa_SRP
ENSMMUG00000056511		lncRNA		
ENSMMUG00000051943		protein_coding		
ENSMMUG00000065322		protein_coding	ATP5PB	ATP5PB
ENSMMUG00000045421		protein_coding	TMED5	TMED5
ENSMMUG00000060445		lncRNA		
ENSMMUG00000023145		protein_coding	RUSC1	RUSC1
ENSMMUG00000023145		protein_coding	RUSC1	RUSC1
ENSMMUG00000023145		protein_coding	RUSC1	RUSC1
ENSMMUG00000023145		protein_coding	RUSC1	RUSC1
ENSMMUG00000023145		protein_coding	RUSC1	RUSC1
ENSMMUG00000057590		Y_RNA		Y_RNA
ENSMMUG00000009948		protein_coding	HDAC1	HDAC1
ENSMMUG00000059472	FLG2	protein_coding	FLG2	FLG2
ENSMMUG00000059665		protein_coding		
ENSMMUG00000044187		lncRNA		
ENSMMUG00000008761		protein_coding	EXO1	EXO1
ENSMMUG00000022881		protein_coding	RPL22L1	RPL22L1
ENSMMUG00000061947		snoRNA		
ENSMMUG00000009425		protein_coding	LOC705671	
ENSMMUG00000053610		misc_RNA		Metazoa_SRP
ENSMMUG00000015084		protein_coding	LAMC1	LAMC1
ENSMMUG00000063539		snRNA		U4
ENSMMUG00000058486		protein_coding	C1QB	C1QB
ENSMMUG00000053934		misc_RNA		Metazoa_SRP
ENSMMUG00000064774		pseudogene		
ENSMMUG00000022880		protein_coding	EIF5A2	EIF5A2
ENSMMUG00000055760		protein_coding		
ENSMMUG00000046670		protein_coding	TRH	TRH
ENSMMUG00000025175		snRNA		U1
ENSMMUG00000063807		protein_coding		
ENSMMUG00000021386		protein_coding	APH1A	APH1A
ENSMMUG00000021386		protein_coding	APH1A	APH1A
ENSMMUG00000021386		protein_coding	APH1A	APH1A
ENSMMUG00000020756		protein_coding	C1QC	C1QC
ENSMMUG00000020756		protein_coding	C1QC	C1QC
ENSMMUG00000016808		protein_coding	MTF2	MTF2
ENSMMUG00000016808		protein_coding	MTF2	MTF2
ENSMMUG00000016808		protein_coding	MTF2	MTF2
ENSMMUG00000062669		lncRNA		
ENSMMUG00000056158		protein_coding		
ENSMMUG00000040694		protein_coding	LCK	LCK
ENSMMUG00000040694		protein_coding	LCK	LCK
ENSMMUG00000040694		protein_coding	LCK	LCK
ENSMMUG00000040694		protein_coding	LCK	LCK
ENSMMUG00000040694		protein_coding	LCK	LCK
ENSMMUG00000040694		protein_coding	LCK	LCK
ENSMMUG00000040694		protein_coding	LCK	LCK
ENSMMUG00000043675		protein_coding	CITED4	CITED4
ENSMMUG00000014385		protein_coding	SLC2A2	SLC2A2
ENSMMUG00000014385		protein_coding	SLC2A2	SLC2A2
ENSMMUG00000014385		protein_coding	SLC2A2	SLC2A2
ENSMMUG00000006894		protein_coding	CAPZB	CAPZB
ENSMMUG00000006894		protein_coding	CAPZB	CAPZB
ENSMMUG00000006894		protein_coding	CAPZB	CAPZB
ENSMMUG00000006894		protein_coding	CAPZB	CAPZB
ENSMMUG00000006894		protein_coding	CAPZB	CAPZB
ENSMMUG00000013561		protein_coding	ACP6	ACP6
ENSMMUG00000008763		protein_coding	WDR64	WDR64
ENSMMUG00000008763		protein_coding	WDR64	WDR64
ENSMMUG00000063725		protein_coding	C1QA	
ENSMMUG00000063725		protein_coding	C1QA	
ENSMMUG00000007129		protein_coding	CD46	CD46
ENSMMUG00000007129		protein_coding	CD46	CD46
ENSMMUG00000007129		protein_coding	CD46	CD46
ENSMMUG00000007129		protein_coding	CD46	CD46
ENSMMUG00000019536		protein_coding	KCNQ4	KCNQ4
ENSMMUG00000019536		protein_coding	KCNQ4	KCNQ4
ENSMMUG00000003309		protein_coding	OVGP1	OVGP1
ENSMMUG00000003309		protein_coding	OVGP1	OVGP1
ENSMMUG00000003309		protein_coding	OVGP1	OVGP1
ENSMMUG00000003309		protein_coding	OVGP1	OVGP1
ENSMMUG00000003309		protein_coding	OVGP1	OVGP1
ENSMMUG00000003309		protein_coding	OVGP1	OVGP1
ENSMMUG00000003309		protein_coding	OVGP1	OVGP1
ENSMMUG00000003309		protein_coding	OVGP1	OVGP1
ENSMMUG00000001847		protein_coding	CNTN4	CNTN4
ENSMMUG00000001847		protein_coding	CNTN4	CNTN4
ENSMMUG00000043775		miRNA		mml-mir-6127
ENSMMUG00000016793		protein_coding	TMCC1	TMCC1
ENSMMUG00000016786		protein_coding	BCL9	BCL9
ENSMMUG00000062596		pseudogene		
ENSMMUG00000053652		pseudogene		
ENSMMUG00000058256		protein_coding		
ENSMMUG00000005736		protein_coding	PCSK9	PCSK9
ENSMMUG00000005736		protein_coding	PCSK9	PCSK9
ENSMMUG00000039340		misc_RNA		Metazoa_SRP
ENSMMUG00000055285		misc_RNA		Metazoa_SRP
ENSMMUG00000037376		snRNA		U6
ENSMMUG00000055815		Y_RNA		Y_RNA
ENSMMUG00000065199		Y_RNA		Y_RNA
ENSMMUG00000020754		protein_coding	EPHA8	EPHA8
ENSMMUG00000054107		pseudogene		
ENSMMUG00000001479		protein_coding	LAMC2	LAMC2
ENSMMUG00000001479		protein_coding	LAMC2	LAMC2
ENSMMUG00000001479		protein_coding	LAMC2	LAMC2
ENSMMUG00000019793		protein_coding	ZMYM4	ZMYM4
ENSMMUG00000019793		protein_coding	ZMYM4	ZMYM4
ENSMMUG00000019793		protein_coding	ZMYM4	ZMYM4
ENSMMUG00000019793		protein_coding	ZMYM4	ZMYM4
ENSMMUG00000019793		protein_coding	ZMYM4	ZMYM4
ENSMMUG00000019793		protein_coding	ZMYM4	ZMYM4
ENSMMUG00000017351		protein_coding	STAB1	STAB1
ENSMMUG00000017351		protein_coding	STAB1	STAB1
ENSMMUG00000017351		protein_coding	STAB1	STAB1
ENSMMUG00000017351		protein_coding	STAB1	STAB1
ENSMMUG00000017351		protein_coding	STAB1	STAB1
ENSMMUG00000017351		protein_coding	STAB1	STAB1
ENSMMUG00000017351		protein_coding	STAB1	STAB1
ENSMMUG00000052469		Y_RNA		Y_RNA
ENSMMUG00000000476		protein_coding	FMO5	FMO5
ENSMMUG00000023200		protein_coding	FHL3	FHL3
ENSMMUG00000051332		lncRNA		
ENSMMUG00000036946		snRNA		U6
ENSMMUG00000001849		protein_coding	IL5RA	IL5RA
ENSMMUG00000006892		protein_coding	SLC66A1	SLC66A1
ENSMMUG00000006892		protein_coding	SLC66A1	SLC66A1
ENSMMUG00000006892		protein_coding	SLC66A1	SLC66A1
ENSMMUG00000006892		protein_coding	SLC66A1	SLC66A1
ENSMMUG00000006892		protein_coding	SLC66A1	SLC66A1
ENSMMUG00000023151		protein_coding	KIF15	KIF15
ENSMMUG00000023151		protein_coding	KIF15	KIF15
ENSMMUG00000023151		protein_coding	KIF15	KIF15
ENSMMUG00000023151		protein_coding	KIF15	KIF15
ENSMMUG00000023151		protein_coding	KIF15	KIF15
ENSMMUG00000014970		protein_coding	NFYC	NFYC
ENSMMUG00000014970		protein_coding	NFYC	NFYC
ENSMMUG00000014970		protein_coding	NFYC	NFYC
ENSMMUG00000014970		protein_coding	NFYC	NFYC
ENSMMUG00000014970		protein_coding	NFYC	NFYC
ENSMMUG00000061825		snRNA		U6
ENSMMUG00000005669		protein_coding	OPN3	OPN3
ENSMMUG00000005669		protein_coding	OPN3	OPN3
ENSMMUG00000040115		protein_coding		
ENSMMUG00000043124		protein_coding	FAM167B	FAM167B
ENSMMUG00000048228		snRNA		U6
ENSMMUG00000025492		Y_RNA		Y_RNA
ENSMMUG00000045495		misc_RNA		Metazoa_SRP
ENSMMUG00000037178		snRNA		U6
ENSMMUG00000017983		protein_coding	TRNT1	TRNT1
ENSMMUG00000061615		protein_coding		
ENSMMUG00000006119		protein_coding	EIF3I	EIF3I
ENSMMUG00000060809		misc_RNA		Metazoa_SRP
ENSMMUG00000012737		protein_coding	PLXND1	PLXND1
ENSMMUG00000012737		protein_coding	PLXND1	PLXND1
ENSMMUG00000012737		protein_coding	PLXND1	PLXND1
ENSMMUG00000005668		protein_coding	KMO	KMO
ENSMMUG00000005668		protein_coding	KMO	KMO
ENSMMUG00000005668		protein_coding	KMO	KMO
ENSMMUG00000025420		Y_RNA		Y_RNA
ENSMMUG00000051071		misc_RNA		Metazoa_SRP
ENSMMUG00000051142	LDLRAP1	protein_coding	LDLRAP1	LDLRAP1
ENSMMUG00000051142	LDLRAP1	protein_coding	LDLRAP1	LDLRAP1
ENSMMUG00000051142	LDLRAP1	protein_coding	LDLRAP1	LDLRAP1
ENSMMUG00000019360		protein_coding	SLC35G2	SLC35G2
ENSMMUG00000019360		protein_coding	SLC35G2	SLC35G2
ENSMMUG00000057445		protein_coding		
ENSMMUG00000018618		protein_coding	ZBTB40	ZBTB40
ENSMMUG00000018618		protein_coding	ZBTB40	ZBTB40
ENSMMUG00000050205		lncRNA		
ENSMMUG00000008453		protein_coding	TMEM234	TMEM234
ENSMMUG00000008453		protein_coding	TMEM234	TMEM234
ENSMMUG00000005073		protein_coding	DIPK1A	DIPK1A
ENSMMUG00000005073		protein_coding	DIPK1A	DIPK1A
ENSMMUG00000005073		protein_coding	DIPK1A	DIPK1A
ENSMMUG00000005735		protein_coding	BSND	BSND
ENSMMUG00000061293		lncRNA		
ENSMMUG00000017696		protein_coding	EIF2A	EIF2A
ENSMMUG00000017696		protein_coding	EIF2A	EIF2A
ENSMMUG00000017696		protein_coding	EIF2A	EIF2A
ENSMMUG00000017696		protein_coding	EIF2A	EIF2A
ENSMMUG00000053581		protein_coding	PIFO	PIFO
ENSMMUG00000053581		protein_coding	PIFO	PIFO
ENSMMUG00000026958	MIR29C	miRNA		MIR29C
ENSMMUG00000023199		protein_coding	SF3A3	SF3A3
ENSMMUG00000023199		protein_coding	SF3A3	SF3A3
ENSMMUG00000023199		protein_coding	SF3A3	SF3A3
ENSMMUG00000023199		protein_coding	SF3A3	SF3A3
ENSMMUG00000017986		protein_coding	CRBN	CRBN
ENSMMUG00000017986		protein_coding	CRBN	CRBN
ENSMMUG00000017986		protein_coding	CRBN	CRBN
ENSMMUG00000017986		protein_coding	CRBN	CRBN
ENSMMUG00000026847		miRNA		mml-mir-29b-2
ENSMMUG00000011914		protein_coding	PROX1	PROX1
ENSMMUG00000011914		protein_coding	PROX1	PROX1
ENSMMUG00000051009		protein_coding		
ENSMMUG00000057466		protein_coding		
ENSMMUG00000008552		protein_coding	TMEM61	TMEM61
ENSMMUG00000009024		protein_coding	CHD1L	CHD1L
ENSMMUG00000009024		protein_coding	CHD1L	CHD1L
ENSMMUG00000025705		snoRNA		
ENSMMUG00000008857		protein_coding	CHIA	CHIA
ENSMMUG00000005667		protein_coding	FH	FH
ENSMMUG00000006697		protein_coding	AKR7L	AKR7A2
ENSMMUG00000006697		protein_coding	AKR7L	AKR7A2
ENSMMUG00000006697		protein_coding	AKR7L	AKR7A2
ENSMMUG00000006697		protein_coding	AKR7L	AKR7A2
ENSMMUG00000061360		misc_RNA		Metazoa_SRP
ENSMMUG00000055871		protein_coding	NCK1	NCK1
ENSMMUG00000055871		protein_coding	NCK1	NCK1
ENSMMUG00000005072		protein_coding	RPL5	RPL5
ENSMMUG00000005072		protein_coding	RPL5	RPL5
ENSMMUG00000026870		miRNA		mml-mir-30c-1
ENSMMUG00000002454		protein_coding	LOC703284	
ENSMMUG00000017718		protein_coding	IQCC	IQCC
ENSMMUG00000017718		protein_coding	IQCC	IQCC
ENSMMUG00000017718		protein_coding	IQCC	IQCC
ENSMMUG00000017718		protein_coding	IQCC	IQCC
ENSMMUG00000001481		protein_coding	NMNAT2	NMNAT2
ENSMMUG00000001481		protein_coding	NMNAT2	NMNAT2
ENSMMUG00000054974		protein_coding		
ENSMMUG00000015133		protein_coding	CD34	CD34
ENSMMUG00000015133		protein_coding	CD34	CD34
ENSMMUG00000032681		miRNA		mml-mir-30e
ENSMMUG00000026648		snoRNA		SNORA66
ENSMMUG00000021577		protein_coding	DHCR24	DHCR24
ENSMMUG00000028449		snoRNA		SNORD21
ENSMMUG00000057010		lncRNA		
ENSMMUG00000049516		snRNA		U6
ENSMMUG00000018014		protein_coding	MACO1	MACO1
ENSMMUG00000018014		protein_coding	MACO1	MACO1
ENSMMUG00000015631		protein_coding	SMYD2	SMYD2
ENSMMUG00000052190		misc_RNA		Metazoa_SRP
ENSMMUG00000007390		protein_coding	IL20RB	IL20RB
ENSMMUG00000039139		protein_coding	RIMS3	RIMS3
ENSMMUG00000039139		protein_coding	RIMS3	RIMS3
ENSMMUG00000049373		protein_coding	LRRN1	LRRN1
ENSMMUG00000043487		misc_RNA		Metazoa_SRP
ENSMMUG00000059767		protein_coding	C2H3orf70	C2H3orf70
ENSMMUG00000054776		protein_coding		
ENSMMUG00000046184		protein_coding		
ENSMMUG00000063245		lncRNA		
ENSMMUG00000002455		protein_coding	CHI3L2	CHI3L2
ENSMMUG00000002455		protein_coding	CHI3L2	CHI3L2
ENSMMUG00000021575		protein_coding	LEXM	LEXM
ENSMMUG00000033170		snoRNA		
ENSMMUG00000012736		protein_coding	H1-8	H1-8
ENSMMUG00000012221		protein_coding	PRKAB2	PRKAB2
ENSMMUG00000012221		protein_coding	PRKAB2	PRKAB2
ENSMMUG00000060685		lncRNA		
ENSMMUG00000060304		lncRNA		
ENSMMUG00000057015		misc_RNA		Metazoa_SRP
ENSMMUG00000053064		lncRNA		
ENSMMUG00000061582		misc_RNA		Metazoa_SRP
ENSMMUG00000050658		lncRNA		
ENSMMUG00000056473		lncRNA		
ENSMMUG00000015632		protein_coding	PTPN14	PTPN14
ENSMMUG00000012477		protein_coding	PTPRF	PTPRF
ENSMMUG00000012477		protein_coding	PTPRF	PTPRF
ENSMMUG00000012477		protein_coding	PTPRF	PTPRF
ENSMMUG00000012477		protein_coding	PTPRF	PTPRF
ENSMMUG00000012477		protein_coding	PTPRF	PTPRF
ENSMMUG00000012477		protein_coding	PTPRF	PTPRF
ENSMMUG00000012477		protein_coding	PTPRF	PTPRF
ENSMMUG00000012477		protein_coding	PTPRF	PTPRF
ENSMMUG00000012477		protein_coding	PTPRF	PTPRF
ENSMMUG00000055315		protein_coding	RHO	RHO
ENSMMUG00000053997		protein_coding	EHHADH	EHHADH
ENSMMUG00000053997		protein_coding	EHHADH	EHHADH
ENSMMUG00000058111		snRNA		U6
ENSMMUG00000059358		protein_coding		
ENSMMUG00000050315		protein_coding		
ENSMMUG00000003650		protein_coding	TMEM42	TMEM42
ENSMMUG00000003650		protein_coding	TMEM42	TMEM42
ENSMMUG00000010729		protein_coding	RGS7	RGS7
ENSMMUG00000010729		protein_coding	RGS7	RGS7
ENSMMUG00000010729		protein_coding	RGS7	RGS7
ENSMMUG00000028051		snRNA		U1
ENSMMUG00000061414		protein_coding	WNT4	WNT4
ENSMMUG00000017828		protein_coding	SETMAR	SETMAR
ENSMMUG00000040207		protein_coding	DCDC2B	DCDC2B
ENSMMUG00000006891	AKR7A3	protein_coding	AKR7A3	AKR7A3
ENSMMUG00000054758		lncRNA		
ENSMMUG00000056255		protein_coding		
ENSMMUG00000005070		protein_coding	EVI5	EVI5
ENSMMUG00000005070		protein_coding	EVI5	EVI5
ENSMMUG00000005070		protein_coding	EVI5	EVI5
ENSMMUG00000005070		protein_coding	EVI5	EVI5
ENSMMUG00000049415		lncRNA		
ENSMMUG00000050602		protein_coding		
ENSMMUG00000057342		snRNA		U1
ENSMMUG00000023277		protein_coding	INPP5B	INPP5B
ENSMMUG00000023277		protein_coding	INPP5B	INPP5B
ENSMMUG00000011156		protein_coding	RHCE	RHCE
ENSMMUG00000062290		lncRNA		
ENSMMUG00000049315		snRNA		U1
ENSMMUG00000004563		protein_coding	PLXNA2	PLXNA2
ENSMMUG00000009234		protein_coding	ZNF684	ZNF684
ENSMMUG00000064473		protein_coding	MRTO4	MRTO4
ENSMMUG00000058890		protein_coding	TGM4	TGM4
ENSMMUG00000062098		misc_RNA		Metazoa_SRP
ENSMMUG00000015066		protein_coding	CCDC28B	CCDC28B
ENSMMUG00000015066		protein_coding	CCDC28B	CCDC28B
ENSMMUG00000061860		lncRNA		
ENSMMUG00000057122		lncRNA		
ENSMMUG00000023144		protein_coding	FDPS	FDPS
ENSMMUG00000023144		protein_coding	FDPS	FDPS
ENSMMUG00000022262		protein_coding	TNIK	TNIK
ENSMMUG00000022262		protein_coding	TNIK	TNIK
ENSMMUG00000022262		protein_coding	TNIK	TNIK
ENSMMUG00000022262		protein_coding	TNIK	TNIK
ENSMMUG00000022262		protein_coding	TNIK	TNIK
ENSMMUG00000022262		protein_coding	TNIK	TNIK
ENSMMUG00000022262		protein_coding	TNIK	TNIK
ENSMMUG00000015634		protein_coding	CENPF	CENPF
ENSMMUG00000050628		misc_RNA		Metazoa_SRP
ENSMMUG00000020398		protein_coding	EXO5	EXO5
ENSMMUG00000049470		protein_coding	DENND2D	DENND2D
ENSMMUG00000049470		protein_coding	DENND2D	DENND2D
ENSMMUG00000054679		misc_RNA		Metazoa_SRP
ENSMMUG00000004734		protein_coding	SUMF1	SUMF1
ENSMMUG00000004734		protein_coding	SUMF1	SUMF1
ENSMMUG00000004734		protein_coding	SUMF1	SUMF1
ENSMMUG00000004734		protein_coding	SUMF1	SUMF1
ENSMMUG00000009636		protein_coding	CLDN18	CLDN18
ENSMMUG00000009636		protein_coding	CLDN18	CLDN18
ENSMMUG00000033058		snoRNA		
ENSMMUG00000022009		protein_coding	CDC42	CDC42
ENSMMUG00000022009		protein_coding	CDC42	CDC42
ENSMMUG00000022009		protein_coding	CDC42	CDC42
ENSMMUG00000056871		rRNA		5S_rRNA
ENSMMUG00000023814		protein_coding	MAP3K13	MAP3K13
ENSMMUG00000023814		protein_coding	MAP3K13	MAP3K13
ENSMMUG00000023814		protein_coding	MAP3K13	MAP3K13
